TIF Number,TIF Name,Time Period,Type,Description,Amount,Designation Date,Expiration Date
T-115,Chicago/Central Park,2023,Current Obligations,MSAC DS - Raby Horticultural - other TIF(s),-1667000,02/27/2002,12/31/2026
T-033,North Branch (North),2020,Revenue,Property tax,6217600,07/02/1997,12/31/2021
T-178,Washington Park,2020,Revenue,Property tax,1040700,10/08/2014,12/31/2038
T-115,Chicago/Central Park,2019,Current Obligations,MSAC DS - Raby Horticultural - other TIF(s),-1219500,02/27/2002,12/31/2026
T-105,53rd Street,2018,Current Obligations,Small Business Improvement Fund,-500000,01/10/2001,12/31/2025
T-145,73rd/University,2021,Revenue,Tax rate increase surplus revenue,-38800,09/13/2006,12/31/2030
T-178,Washington Park,Fund / Project Balances,Fund Balance,Revenue recognition adjustment,-46600,10/08/2014,12/31/2038
T-141,26th and King Drive,2029,Revenue,Property tax,976800,01/11/2006,12/31/2030
T-037,River South,Fund / Project Balances,Current Obligations,Park District IGA - Ping Tom Park,-909500,07/30/1997,12/31/2021
T-009,95th and Western,Fund / Project Balances,Current Obligations,Environmental remediation,-24700,07/13/1995,12/31/2019
T-098,63rd/Pulaski,2018,Current Obligations,Local Industrial Retention Initiative,-200,05/17/2000,12/31/2024
T-155,79th/Vincennes,2018,Current Obligations,Program administration,-5200,09/27/2007,12/31/2031
T-143,63rd/Ashland,2019,Current Obligations,Englewood Line,-700000,03/29/2006,12/31/2030
T-034,North Branch (South),2018,Current Obligations,"Traffic signal - left turn arrow - Clybourn, Racine & Cortland",-105000,02/05/1998,02/05/2021
T-116,Lawrence/Pulaski,2019,Transfers Between TIF Districts,To Lawrence/Kedzie (CPS - Peterson ES),-1000000,02/27/2002,12/31/2026
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,"Arterial resurfacing - Loomis, Eleanor to Blue Island",-390900,06/10/1998,12/31/2022
T-075,Madison/Austin Corridor,2023,Revenue,Property tax,2652000,09/29/1999,12/31/2023
T-161,Ogden/Pulaski,Fund / Project Balances,Current Obligations,"Resurfacing - Kevdale, 16th to 18th",-8700,04/09/2008,12/31/2032
T-061,Bronzeville,Fund / Project Balances,Current Obligations,"Arterial resurfacing & median repairs - Wabash, 37th to 47th",-86100,11/04/1998,12/31/2022
T-062,Roosevelt/Racine,2031,Current Obligations,Program administration,-121100,11/04/1998,12/31/2034
T-068,Roosevelt/Union,2020,Current Obligations,Program administration,-93700,05/12/1999,05/12/2022
T-154,Pershing/King,2030,Revenue,Property tax,108600,09/05/2007,12/31/2031
T-178,Washington Park,2021,Revenue,Property tax,1040700,10/08/2014,12/31/2038
T-144,Harrison/Central,2027,Revenue,Property tax,598700,07/26/2006,12/31/2030
T-118,47th/King Drive,2019,Proposed Projects,Lighting - Smart infrastructure,-800000,03/27/2002,12/31/2026
T-144,Harrison/Central,2019,Transfers Between TIF Districts,From Roosevelt/Cicero (RA - Loretto Hospital),144000,07/26/2006,12/31/2030
T-024,Homan-Arthington,2018,Current Obligations,Police Forensics Lab renovations,11800,02/05/1998,02/05/2021
T-104,River West,Fund / Project Balances,Current Obligations,Professional services,-5100,01/10/2001,12/31/2025
T-087,Fullerton/Milwaukee,2020,Current Obligations,Program administration,-148400,02/16/2000,12/31/2024
T-113,Roseland/Michigan,2021,Revenue,Property tax,668300,01/16/2002,12/31/2026
T-114,119th and Halsted,2021,Current Obligations,Program administration,-25000,02/06/2002,12/31/2026
T-077,Lincoln Avenue,Fund / Project Balances,Current Obligations,MSAC program costs,-1300,11/03/1999,12/31/2023
T-027,Irving/Cicero,Fund / Project Balances,Current Obligations,Cost of Issuance,-1500,06/10/1996,12/31/2020
T-176,107th/Halsted,2019,Proposed Projects,Proposed redevelopment project #1,-1072400,03/05/2014,12/31/2038
T-065,Woodlawn,2018,Current Obligations,Lighting - 20 blocks,-2118000,01/20/1999,01/20/2022
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,Wacker Dr viaduct utility relocation,-1368000,11/15/2006,12/31/2030
T-143,63rd/Ashland,2019,Current Obligations,Purchase Rehab Program - SF,-500000,03/29/2006,12/31/2030
T-169,Ewing Avenue,2034,Revenue,Property tax,493400,03/10/2010,12/31/2034
T-145,73rd/University,2026,Revenue,Property tax,527600,09/13/2006,12/31/2030
T-180,Red Purple Transit,2023,Current Obligations,Program administration,-480000,11/20/2016,12/31/2052
T-090,Peterson/Cicero,2023,Revenue,Property tax,540100,02/16/2000,12/31/2024
T-062,Roosevelt/Racine,2020,Current Obligations,RA - Roosevelt Square,-910400,11/04/1998,12/31/2034
T-081,Belmont/Central,Fund / Project Balances,Current Obligations,Pedestrian countdown signals - Fullerton/Lamon,-5900,01/12/2000,12/31/2024
T-150,Addison South,2019,Proposed Projects,Resurfacing - various locations,-889000,05/09/2007,12/31/2031
T-117,47th/Ashland,2019,Current Obligations,Retail Thrive Zone - economic development,-1290000,03/27/2002,12/31/2026
T-048,Western/Ogden,2018,Current Obligations,"Resurfacing - Wood, Lexington, Flournoy, Leavitt",217500,02/05/1998,02/05/2021
T-113,Roseland/Michigan,2021,Proposed Projects,Lighting - Smart infrastructure,-200000,01/16/2002,12/31/2026
T-136,47th/State,2018,Current Obligations,Delegate Agencies,-5200,07/21/2004,12/31/2028
T-069,Pulaski Corridor,2018,Current Obligations,Professional services,6000,06/09/1999,12/31/2023
T-073,111th Street/Kedzie Avenue Business District,2018,Transfers Between TIF Districts,To Western/Rock Island (Morgan Park Sports Center),-500000,09/29/1999,09/29/2022
T-001,35th/Halsted,2020,Transfers Between TIF Districts,To Archer/Western (McGuane Park),-3270000,01/14/1997,12/31/2021
T-122,Drexel Boulevard,2018,Proposed Projects,"Median Improvements - Drexel Blvd, 4100-4232 St S",-500000,07/10/2002,12/31/2026
T-129,Diversey/Narragansett,2018,Current Obligations,Program administration,-38800,02/05/2003,12/31/2027
T-099,Archer/Central,Fund / Project Balances,Fund Balance,FY'17 year-end balance,1381900,05/17/2000,12/31/2024
T-034,North Branch (South),Fund / Project Balances,Fund Balance,FY'17 year-end balance,32624300,02/05/1998,02/05/2021
T-143,63rd/Ashland,2019,Proposed Projects,Lighting - Smart infrastructure,-800000,03/29/2006,12/31/2030
T-052,Kinzie Industrial Corridor,2020,Revenue,Property tax,39343700,06/10/1998,12/31/2022
T-113,Roseland/Michigan,2022,Transfers Between TIF Districts,To North Pullman (RA - Whole Foods Distribution),-507000,01/16/2002,12/31/2026
T-023,Goose Island,Fund / Project Balances,Current Obligations,North Branch Industrial Corridor Planning Study,-103400,07/10/1996,07/10/2019
T-072,24th/Michigan,2018,Current Obligations,CTA IGA - Green Line - Cermak Station,72600,07/21/1999,07/21/2022
T-088,Lawrence/Kedzie,2024,Revenue,Property tax,8537800,02/16/2000,12/31/2024
T-140,79th/Cicero,2024,Revenue,Tax rate increase surplus revenue,-51000,06/08/2005,12/31/2029
T-094,Chicago/Kingsbury,2018,Current Obligations,Program administration,-419300,04/12/2000,12/31/2024
T-171,West Woodlawn,Fund / Project Balances,Current Obligations,Neighborhood Improvement Program,-57700,05/12/2010,12/31/2034
T-084,Western Avenue North,2021,Current Obligations,RA - 4800 Damen LLC,-247100,01/12/2000,12/31/2024
T-061,Bronzeville,2020,Proposed Transfers,From 47th/King (Environmental assessment/remediation),15000000,11/04/1998,12/31/2022
T-065,Woodlawn,Fund / Project Balances,Current Obligations,Neighborhood Improvement Program,-707400,01/20/1999,01/20/2022
T-111,105th/Vincennes,2021,Current Obligations,Program administration,-23400,10/03/2001,12/31/2025
T-118,47th/King Drive,2019,Current Obligations,Retail Thrive Zone - economic development,-670000,03/27/2002,12/31/2026
T-173,Montrose/Clarendon,2018,Current Obligations,Program administration,-6400,06/30/2010,12/31/2034
T-156,Austin Commercial,2029,Current Obligations,Program administration,-93700,09/27/2007,12/31/2031
T-087,Fullerton/Milwaukee,2018,Current Obligations,Small Business Improvement Fund,-1500000,02/16/2000,12/31/2024
T-113,Roseland/Michigan,2018,Current Obligations,Master plan - Michigan Av,7800,01/16/2002,12/31/2026
T-057,Jefferson Park Business District,2018,Current Obligations,Program administration,-21200,09/09/1998,09/09/2021
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,Riverfront Trail - South Branch - implementation plan,-164100,11/15/2006,12/31/2030
T-105,53rd Street,2025,Revenue,Tax rate increase surplus revenue,-808400,01/10/2001,12/31/2025
T-075,Madison/Austin Corridor,Fund / Project Balances,Current Obligations,Professional services,-4000,09/29/1999,12/31/2023
T-167,Avondale,Fund / Project Balances,Fund Balance,FY'17 year-end balance,2409100,07/29/2009,12/31/2033
T-045,Stockyards Southeast Quadrant Industrial,2018,Current Obligations,TIF plan/study 5th amendment,300100,02/26/1992,12/31/2028
T-175,51st/Lake Park,2024,Revenue,Property tax,1265000,11/15/2012,12/31/2036
T-038,Roosevelt/Cicero,Fund / Project Balances,Current Obligations,Resurfacing - Kilbourn Av,-7800,02/05/1998,02/05/2021
T-070,Clark/Montrose,2019,Current Obligations,RA - Black Ensemble Theater,-870800,07/07/1999,07/07/2022
T-065,Woodlawn,Fund / Project Balances,Current Obligations,"Sidewalks - Greenwood, 63rd to 65th",-165000,01/20/1999,01/20/2022
T-175,51st/Lake Park,2031,Current Obligations,RA - City Hyde Park,-1300000,11/15/2012,12/31/2036
T-062,Roosevelt/Racine,2029,Current Obligations,Program administration,-116800,11/04/1998,12/31/2034
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Bridge repairs - Loomis St bridge,-1604500,06/10/1998,12/31/2022
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,Bridge repair - 35th/S Fork Chicago River,-1349500,01/14/1997,12/31/2021
T-045,Stockyards Southeast Quadrant Industrial,Fund / Project Balances,Fund Balance,Surplus TIF funds,-1236900,02/26/1992,12/31/2028
T-147,LaSalle Central,2022,Current Obligations,Program administration,-1126500,11/15/2006,12/31/2030
T-086,Central West,2019,Current Obligations,Program administration,-351800,02/16/2000,12/31/2024
T-110,Wilson Yard,Fund / Project Balances,Current Obligations,Professional services,-8300,06/27/2001,12/31/2025
T-097,51st/Archer,2023,Transfers Between TIF Districts,From Midway Ind. Corr. (MSAC DS - Hernandez MS),111700,05/17/2000,12/31/2024
T-063,Canal/Congress,2018,Revenue,Property tax,29661800,11/12/1998,12/31/2022
T-169,Ewing Avenue,2019,Current Obligations,Program administration,-7600,03/10/2010,12/31/2034
T-173,Montrose/Clarendon,2030,Current Obligations,Program administration,-18200,06/30/2010,12/31/2034
T-042,Sanitary Drainage and Ship Canal,Fund / Project Balances,Fund Balance,FY'17 year-end balance,1577500,07/24/1991,12/31/2027
T-133,83rd/Stewart,2022,Current Obligations,RA - Chatham Market,-1250300,03/31/2004,12/31/2028
T-095,Midwest,2019,Current Obligations,RA - Heritage Homes,-50500,05/17/2000,12/31/2036
T-042,Sanitary Drainage and Ship Canal,2022,Revenue,Property tax,793600,07/24/1991,12/31/2027
T-034,North Branch (South),2021,Proposed Transfers,To North Branch North (Bridge repairs),-5800000,02/05/1998,02/05/2021
T-149,Stevenson/Brighton,Fund / Project Balances,Current Obligations,Professional services,-3900,04/11/2007,12/31/2031
T-172,Randolph/Wells,2019,Current Obligations,RA - Randolph Tower,-462000,06/09/2010,12/31/2034
T-061,Bronzeville,2018,Current Obligations,Park District IGA - Dunbar Park - artificial turf field and track,-1400000,11/04/1998,12/31/2022
T-043,Stockyards Annex,2018,Current Obligations,Local Industrial Retention Initiative,-12500,12/11/1996,12/31/2020
T-075,Madison/Austin Corridor,2023,Current Obligations,Program administration,-53600,09/29/1999,12/31/2023
T-035,North-Cicero,2018,Transfers Between TIF Districts,To Austin Commercial (Retail Thrive Zone),-3265000,07/30/1997,07/30/2020
T-180,Red Purple Transit,2040,Revenue,Property tax,63422200,11/20/2016,12/31/2052
T-089,Midway Industrial Corridor,2018,Transfers Between TIF Districts,To 51st/Archer (MSAC DS - Hernandez MS),-11345700,02/16/2000,12/31/2024
T-124,67th/Cicero,Fund / Project Balances,Current Obligations,Professional services,-11000,10/02/2002,12/31/2026
T-124,67th/Cicero,2022,Revenue,Tax rate increase surplus revenue,-24300,10/02/2002,12/31/2026
T-057,Jefferson Park Business District,2018,Current Obligations,Park District IGA - Jefferson Park - pool deck and liner,-150000,09/09/1998,09/09/2021
T-119,Lakefront,2024,Current Obligations,RA - Lake Park Crescent For Sale,-214400,03/27/2002,12/31/2026
T-079,35th and Wallace,Fund / Project Balances,Fund Balance,FY'17 year-end balance,6660400,12/15/1999,12/31/2023
T-108,Humboldt Park Commercial,2025,Revenue,Property tax,4582000,06/27/2001,12/31/2025
T-118,47th/King Drive,2018,Transfers Between TIF Districts,To Bronzeville (Traffic signals),-400000,03/27/2002,12/31/2026
T-109,Lawrence/Broadway,Fund / Project Balances,Fund Balance,Revenue recognition adjustment,-625700,06/27/2001,12/31/2025
T-166,North Pullman,2024,Current Obligations,RA - Pullman Park,-530700,06/30/2009,12/31/2033
T-104,River West,Fund / Project Balances,Current Obligations,Accessible pedistrian signals - multiple locations,-168800,01/10/2001,12/31/2025
T-163,Archer/Western,2022,Current Obligations,Program administration,-8200,02/11/2009,12/31/2033
T-117,47th/Ashland,2024,Revenue,Property tax,3255200,03/27/2002,12/31/2026
T-099,Archer/Central,2019,Current Obligations,Program administration,-10800,05/17/2000,12/31/2024
T-088,Lawrence/Kedzie,Fund / Project Balances,Current Obligations,"Resurfacing - Springfield, Lawrence to Ainslie",-6800,02/16/2000,12/31/2024
T-106,Englewood Neighborhood,Fund / Project Balances,Current Obligations,Retail Thrive Zone - SBIF,-750000,06/27/2001,12/31/2025
T-126,Madden/Wells,2019,Current Obligations,Park District IGA -  - 3906 S Lake Park Av - dog park,-600000,11/06/2002,12/31/2026
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Alley construction - multiple locations,-262000,06/10/1998,12/31/2022
T-172,Randolph/Wells,Fund / Project Balances,Fund Balance,FY'17 year-end balance,705100,06/09/2010,12/31/2034
T-106,Englewood Neighborhood,2018,Revenue,Property tax,5065100,06/27/2001,12/31/2025
T-152,Little Village Industrial Corridor,2027,Revenue,Property tax,285200,06/13/2007,12/31/2031
T-074,Clark Street and Ridge Avenue,Fund / Project Balances,Current Obligations,Crosswalk - Clark & Thome,-18600,09/29/1999,09/29/2022
T-096,Cicero/Archer,2023,Revenue,Property tax,915500,05/17/2000,12/31/2024
T-076,Devon/Western,Fund / Project Balances,Current Obligations,"Streetscape - Devon (Sec.3), Rockwell to Western",-351400,11/03/1999,12/31/2023
T-139,Ravenswood Corridor,Fund / Project Balances,Current Obligations,Lighting - 1757 W Belle Plaine,-800,03/09/2005,12/31/2029
T-085,Western Avenue South,Fund / Project Balances,Fund Balance,Revenue recognition adjustment,-1154800,01/12/2000,12/31/2024
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2023,Current Obligations,Montclare Sr - Calumet Heights,-600000,06/10/1998,12/31/2034
T-144,Harrison/Central,2022,Current Obligations,Program administration,-10000,07/26/2006,12/31/2030
T-092,Greater Southwest Industrial Corridor (West),2023,Current Obligations,Program administration,-14300,04/12/2000,12/31/2024
T-151,Armitage/Pulaski,2021,Current Obligations,Program administration,-6200,06/13/2007,12/31/2031
T-062,Roosevelt/Racine,2031,Revenue,Tax rate increase surplus revenue,-187000,11/04/1998,12/31/2034
T-164,Little Village East,2018,Current Obligations,Pedestrian countdown signals - 31st/Kedzie,5300,04/22/2009,12/31/2033
T-116,Lawrence/Pulaski,Fund / Project Balances,Fund Balance,Revenue recognition adjustment,-181300,02/27/2002,12/31/2026
T-095,Midwest,2022,Current Obligations,RA - Mt Sinai Hospital,-3750000,05/17/2000,12/31/2036
T-149,Stevenson/Brighton,2020,Current Obligations,Park District IGA - headquarters - acquisition,-3650000,04/11/2007,12/31/2031
T-038,Roosevelt/Cicero,Fund / Project Balances,Current Obligations,"Bus pad/curb/gutter/sidewalk - Roosevelt, Kilbourn to Kostner (south side only)",-69100,02/05/1998,02/05/2021
T-104,River West,2024,Revenue,Property tax,23410800,01/10/2001,12/31/2025
T-033,North Branch (North),2019,Proposed Projects,Lighting - Smart infrastructure,-800000,07/02/1997,12/31/2021
T-060,71st/Stony Island,Fund / Project Balances,Current Obligations,"Streetscape - 71st, South Shore to Jeffery",-1422100,10/07/1998,12/31/2022
T-076,Devon/Western,2022,Current Obligations,"Streetscape - Devon (Sec.5), Kedzie to Sacramento",-900000,11/03/1999,12/31/2023
T-169,Ewing Avenue,2018,Current Obligations,Professional services,7600,03/10/2010,12/31/2034
T-133,83rd/Stewart,2026,Current Obligations,RA - Chatham Market,-1391900,03/31/2004,12/31/2028
T-083,West Irving Park,2018,Current Obligations,Program administration,-12300,01/12/2000,12/31/2024
T-127,87th/Cottage Grove,2024,Revenue,Property tax,2339600,11/13/2002,12/31/2026
T-084,Western Avenue North,2020,Current Obligations,Program administration,-132900,01/12/2000,12/31/2024
T-126,Madden/Wells,2026,Current Obligations,RA - Phase 1B rental interest subsidy,-115100,11/06/2002,12/31/2026
T-149,Stevenson/Brighton,2018,Revenue,Property tax,3702500,04/11/2007,12/31/2031
T-056,79th Street Corridor,2018,Current Obligations,Program administration,-16700,07/08/1998,07/08/2021
T-141,26th and King Drive,Fund / Project Balances,Fund Balance,Revenue recognition adjustment,-184800,01/11/2006,12/31/2030
